funding_total_usd,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,target,funding_missing,funding_total_usd_log,founded_at_missing,first_funding_at_missing,last_funding_at_missing,startup_age_days,time_to_first_funding_days,funding_duration_days,main_category,category_count
42446.9665578542,SWE,27,SWE - Other,Lomma,1,2014-04-11,2015-09-20,2015-09-20,0,0,10.65603428853925,0,0,0,602.0,527.0,0.0,Design,5
15000000.0,CHN,22,Beijing,Beijing,1,1999-05-01,2003-08-29,2003-08-29,1,0,16.52356082573315,0,0,0,6061.0,1581.0,0.0,Transportation,2
13500000.0,GBR,W9,Livingston,Livingston,2,2003-01-01,2008-02-13,2010-09-06,0,0,16.41820031748273,0,0,0,4720.0,1869.0,936.0,Semiconductors,1
35800000.0,USA,VA,"Washington, D.C.",Vienna,2,1999-01-01,2006-09-01,2007-10-01,1,0,17.393458479303888,0,0,0,6181.0,2800.0,395.0,B2B,4
100000000.0,JPN,40,Tokyo,Tokyo,1,,2003-06-03,2003-06-03,1,0,18.420680753952364,1,0,0,3259.0,548.0,0.0,Manufacturing,1
2100000.0,RUS,48,Moscow,Moscow,2,2012-02-17,2012-05-30,2013-09-02,0,0,14.557448378884015,0,0,0,1386.0,103.0,460.0,Information Technology,3
500000.0,USA,IL,Chicago,Chicago,1,2010-01-14,2009-09-01,2009-09-01,0,0,13.122365377402328,0,0,0,2150.0,-135.0,0.0,Advertising,5
5800000.0,USA,OH,Cincinnati,Cincinnati,1,1986-01-01,1997-03-10,1997-03-10,1,1,15.573368647930426,0,0,0,10929.0,4086.0,0.0,missing,0
1000000.0,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2012-01-25,2012-11-13,1,0,13.815511557963774,0,0,0,1798.0,389.0,293.0,Public Transportation,1
5800000.0,missing,missing,missing,missing,1,2012-05-10,2014-01-01,2014-01-01,0,1,15.573368647930426,0,0,0,1303.0,601.0,0.0,Software,1
36640000.0,CHN,5,Guangdong,Guangdong,1,,2009-01-04,2009-01-04,0,0,17.41665112506278,1,0,0,3259.0,548.0,0.0,Software,1
121000000.0,USA,MA,Boston,Boston,5,2001-01-01,2001-08-06,2010-01-18,1,0,18.61130111182548,0,0,0,5450.0,217.0,3087.0,Mobile,3
5800000.0,USA,CA,SF Bay Area,San Francisco,1,2011-01-01,2012-01-26,2012-01-26,1,1,15.573368647930426,0,0,0,1798.0,390.0,0.0,Curated Web,1
32000000.0,USA,CA,SF Bay Area,Santa Clara,2,2009-01-01,2011-08-25,2014-03-25,1,0,17.281246492014,0,0,0,2528.0,966.0,943.0,Software,1
6700000.0,USA,PA,Philadelphia,Wayne,2,,2009-07-06,2009-10-01,0,0,15.717618233614914,1,0,0,3259.0,548.0,87.0,Health Care,1
204142.0,USA,NM,Albuquerque,Albuquerque,1,1984-01-01,2011-08-30,2011-08-30,1,0,12.226576007646509,0,0,0,11660.0,10103.0,0.0,Semiconductors,1
5800000.0,USA,NY,Buffalo,Buffalo,1,1949-01-01,1999-04-26,1999-04-26,1,1,15.573368647930426,0,0,0,24443.0,18377.0,0.0,missing,0
5800000.0,USA,AL,Huntsville,Madison,1,,2010-08-24,2010-08-24,1,1,15.573368647930426,1,0,0,3259.0,548.0,0.0,Software,1
49450000.0,USA,CA,Los Angeles,Calabasas,5,2000-01-01,2004-03-22,2009-12-10,1,0,17.716472636255443,0,0,0,5816.0,1542.0,2089.0,Games,1
2000000.0,USA,MD,"Washington, D.C.",Rockville,1,1998-01-01,2015-02-03,2015-02-03,1,0,14.508658238524095,0,0,0,6546.0,6242.0,0.0,Biotechnology,2
448000.0,missing,missing,missing,missing,3,2012-01-01,2012-01-01,2012-07-01,0,0,13.012550743537489,0,0,0,1433.0,0.0,182.0,Developer APIs,5
300000.0,USA,CA,SF Bay Area,San Francisco,1,2005-01-01,2011-04-29,2011-04-29,0,0,12.611541086966115,0,0,0,3989.0,2309.0,0.0,Hardware + Software,1
277900.0,USA,WA,Seattle,Seattle,2,2010-04-01,2010-01-01,2010-01-01,0,0,12.535020214140818,0,0,0,2073.0,-90.0,0.0,Fitness,5
2400000.0,USA,IN,IN - Other,Lafayette,3,2003-01-01,2012-11-21,2014-05-29,1,0,14.690979711984754,0,0,0,4720.0,3612.0,554.0,Security,1
71900834.0,USA,CA,SF Bay Area,San Mateo,6,1999-01-01,2004-02-10,2010-07-08,1,0,18.090798435975717,0,0,0,6181.0,1866.0,2340.0,Clean Technology,1
7500.0,missing,missing,missing,missing,1,,2014-10-14,2014-10-14,0,0,8.922791623969637,1,0,0,3259.0,548.0,0.0,missing,0
7500000.0,USA,CA,SF Bay Area,San Jose,1,,2004-04-16,2004-04-16,0,0,15.830413711839864,1,0,0,3259.0,548.0,0.0,Networking,1
5000000.0,USA,NC,Raleigh,Durham,2,2006-10-01,2006-08-01,2008-10-07,0,0,15.424948670398354,0,0,0,3351.0,-61.0,798.0,Software,1
5800000.0,missing,missing,missing,missing,1,,2008-08-31,2008-08-31,0,1,15.573368647930426,1,0,0,3259.0,548.0,0.0,Clean Technology,1
49733850.0,USA,NJ,Newark,Roseland,3,1986-01-01,2010-09-08,2013-05-14,0,0,17.72219636585884,0,0,0,10929.0,9016.0,979.0,Biotechnology,1
5800000.0,missing,missing,missing,missing,1,,2013-09-09,2013-09-09,0,1,15.573368647930426,1,0,0,3259.0,548.0,0.0,missing,0
2000000.0,USA,CA,SF Bay Area,Redwood City,1,2014-10-15,2010-10-13,2010-10-13,0,0,14.508658238524095,0,0,0,415.0,-1463.0,0.0,Computers,4
5800000.0,missing,missing,missing,missing,1,,2015-01-07,2015-01-07,0,1,15.573368647930426,1,0,0,3259.0,548.0,0.0,missing,0
1000000.0,ISR,2,Tel Aviv,Rosh Ha'ayin,1,,2000-12-22,2000-12-22,0,0,13.815511557963774,1,0,0,3259.0,548.0,0.0,Software,1
1100000.0,FRA,A8,Paris,Paris,1,1998-01-01,2005-03-29,2005-03-29,0,0,13.910821646859095,0,0,0,6546.0,2644.0,0.0,Software,1
2500000.0,USA,CA,SF Bay Area,San Francisco,1,2000-01-01,2003-07-01,2003-07-01,1,0,14.731801689838349,0,0,0,5816.0,1277.0,0.0,Software,1
1400000.0,CAN,AB,Edmonton,Edmonton,2,2009-09-29,2010-08-12,2011-08-16,1,0,14.151983508870947,0,0,0,2257.0,317.0,369.0,Advertising,4
5800000.0,USA,MN,Minneapolis,Minneapolis,1,1960-01-01,1986-03-19,1986-03-19,0,1,15.573368647930426,0,0,0,20426.0,9574.0,0.0,missing,0
15500000.0,USA,NY,New York City,White Plains,1,,2014-06-17,2014-06-17,1,0,16.5563506464056,1,0,0,3259.0,548.0,0.0,Health and Wellness,3
5800000.0,missing,missing,missing,missing,1,2011-04-10,2013-01-01,2013-01-01,0,1,15.573368647930426,0,0,0,1699.0,632.0,0.0,missing,0
1000000.0,USA,VA,Alexandria,Alexandria,1,2012-01-01,2012-02-28,2012-02-28,1,0,13.815511557963774,0,0,0,1433.0,58.0,0.0,Curated Web,1
12000000.0,USA,MA,Boston,Burlington,1,1999-01-01,2004-11-18,2004-11-18,1,0,16.300417291085605,0,0,0,6181.0,2148.0,0.0,Finance,2
13000000.0,USA,CA,SF Bay Area,San Francisco,2,2004-01-01,2009-11-03,2010-12-10,0,0,16.380459992348886,0,0,0,4355.0,2133.0,402.0,Hardware + Software,1
750000.0,USA,WI,Milwaukee,Milwaukee,1,1997-01-01,2004-06-01,2004-06-01,1,0,13.527829818844937,0,0,0,6911.0,2708.0,0.0,Curated Web,1
1500000.0,USA,CA,SF Bay Area,Palo Alto,1,2012-02-26,2013-01-28,2013-01-28,1,0,14.220976332738882,0,0,0,1377.0,337.0,0.0,Android,6
9650000.0,USA,CA,SF Bay Area,San Jose,2,2000-01-01,2004-06-24,2010-05-25,1,0,16.082468576942105,0,0,0,5816.0,1636.0,2161.0,Semiconductors,1
5440000.0,USA,IL,Chicago,Itasca,2,1997-01-01,2009-04-29,2010-05-17,1,0,15.509289802655639,0,0,0,6911.0,4501.0,383.0,Sales and Marketing,1
21000000.0,CAN,ON,Ottawa,Ottawa,1,2003-01-01,2010-12-06,2010-12-06,1,0,16.860033043306743,0,0,0,4720.0,2896.0,0.0,Semiconductors,1
21200000.0,USA,MA,Boston,Watertown,2,1998-01-01,2004-01-14,2013-09-03,1,0,16.86951178681205,0,0,0,6546.0,2204.0,3520.0,Biotechnology,2
1500000.0,CAN,AB,Calgary,Calgary,1,,2014-01-30,2014-01-30,1,0,14.220976332738882,1,0,0,3259.0,548.0,0.0,Clean Technology,1
5800000.0,USA,IL,Chicago,Chicago,1,2008-01-01,2008-01-01,2008-01-01,0,1,15.573368647930426,0,0,0,2894.0,0.0,0.0,Games,1
11000000.0,USA,NJ,Newark,Teaneck,1,,2010-12-20,2010-12-20,1,0,16.213405921671733,1,0,0,3259.0,548.0,0.0,Hardware + Software,1
4000000.0,USA,NC,Raleigh,Raleigh,1,,2001-03-02,2001-03-02,0,0,15.201805169084134,1,0,0,3259.0,548.0,0.0,missing,0
16000000.0,USA,CA,SF Bay Area,Foster City,1,2001-01-01,2005-03-22,2005-03-22,1,0,16.588099342704055,0,0,0,5450.0,1541.0,0.0,Enterprise Software,1
15500000.0,USA,CA,Anaheim,Aliso Viejo,2,2005-02-01,2007-01-10,2009-03-10,1,0,16.5563506464056,0,0,0,3958.0,708.0,790.0,Health and Wellness,3
5100000.0,NZL,missing,missing,missing,1,2003-01-01,2007-07-24,2007-07-24,0,0,15.444751293772967,0,0,0,4720.0,1665.0,0.0,Biotechnology,1
19391496.0,USA,CA,SF Bay Area,Campbell,2,2011-06-01,2011-06-23,2013-07-05,1,0,16.780345228983414,0,0,0,1647.0,22.0,743.0,EdTech,2
5800000.0,GBR,H9,London,London,1,,2014-12-01,2014-12-01,0,1,15.573368647930426,1,0,0,3259.0,548.0,0.0,Music,1
24102319.0,USA,UT,Salt Lake City,South Jordan,3,,2004-05-14,2009-04-01,1,0,16.997818659387818,1,0,0,3259.0,548.0,1783.0,Software,1
88950000.0,USA,TX,Houston,Houston,2,1989-01-01,2006-10-19,2007-08-20,1,0,18.303584983318387,0,0,0,9833.0,6500.0,305.0,Biotechnology,1
2500000.0,USA,OR,"Portland, Oregon",Portland,1,2007-01-15,2007-01-25,2007-01-25,0,0,14.731801689838349,0,0,0,3245.0,10.0,0.0,Fitness,1
5800000.0,USA,CA,SF Bay Area,Oakland,1,,2014-07-31,2014-07-31,1,1,15.573368647930426,1,0,0,3259.0,548.0,0.0,Communications Infrastructure,4
5800000.0,USA,TX,Austin,Austin,1,2002-01-14,2011-09-21,2011-09-21,1,1,15.573368647930426,0,0,0,5072.0,3537.0,0.0,Android,8
65000000.0,USA,MA,Boston,Cambridge,5,,2001-01-01,2008-01-01,1,0,17.989897843244528,1,0,0,3259.0,548.0,2556.0,E-Commerce,4
94100000.0,USA,IN,Indianapolis,West Lafayette,5,1996-01-01,2006-11-13,2010-12-27,1,0,18.359868615182602,0,0,0,7277.0,3969.0,1505.0,Biotechnology,2
15000000.0,USA,CA,Anaheim,Irvine,1,,2010-10-27,2010-10-27,1,0,16.52356082573315,1,0,0,3259.0,548.0,0.0,Biotechnology,1
8175000.0,DNK,17,Copenhagen,Copenhagen,7,2007-11-01,2008-09-01,2013-12-01,1,0,15.916591397071743,0,0,0,2955.0,305.0,1917.0,Gps,4
4250000.0,USA,CA,SF Bay Area,San Mateo,1,2010-01-01,2012-01-25,2012-01-25,1,0,15.26242977619469,0,0,0,2163.0,754.0,0.0,Brand Marketing,5
3572737.0,USA,CA,SF Bay Area,Los Altos,3,2011-01-01,2011-10-31,2014-01-31,1,0,15.088842806581141,0,0,0,1798.0,303.0,823.0,Bioinformatics,2
80600000.0,CHE,7,Geneva,Geneva,3,2003-01-01,2009-10-27,2013-03-06,1,0,18.205009219883806,0,0,0,4720.0,2491.0,1226.0,Biotechnology,2
8148584.0,USA,OH,"Columbus, Ohio",Columbus,3,,2011-06-01,2015-06-18,0,0,15.91335485051151,1,0,0,3259.0,548.0,1478.0,Health Care,1
1500000.0,USA,CA,SF Bay Area,San Francisco,1,2011-12-01,2012-05-01,2012-05-01,1,0,14.220976332738882,0,0,0,1464.0,152.0,0.0,Crowdfunding,5
220800000.0,BMU,3,Bermuda,Hamilton,1,2001-01-01,2003-02-28,2003-02-28,1,0,19.2127678768962,0,0,0,5450.0,788.0,0.0,Finance,1
7000000.0,ISR,4,Netanya,Caesarea,1,2004-01-01,2014-08-03,2014-08-03,1,0,15.76142084987672,0,0,0,4355.0,3867.0,0.0,Biotechnology,2
100000.0,missing,missing,missing,missing,1,,2013-09-01,2013-09-01,0,0,11.51293546492023,1,0,0,3259.0,548.0,0.0,Energy,3
20000000.0,USA,NY,New York City,New York,1,1985-01-01,2009-12-21,2009-12-21,0,0,16.811242881518265,0,0,0,11294.0,9120.0,0.0,Manufacturing,1
5800000.0,USA,NY,New York City,New York,1,2011-07-01,2012-03-01,2012-03-01,0,1,15.573368647930426,0,0,0,1617.0,244.0,0.0,Games,1
87396.0,ITA,7,Rome,Rome,3,2010-01-01,2012-02-01,2012-09-01,0,0,11.37821623611172,0,0,0,2163.0,761.0,213.0,Skill Assessment,3
14116228.9049613,CAN,AB,Calgary,Calgary,1,,2005-05-25,2005-05-25,0,0,16.46283575047956,1,0,0,3259.0,548.0,0.0,Gas,3
2650000.0,USA,OH,Cleveland,Solon,2,1985-01-01,2010-01-15,2010-04-14,1,0,14.790070575320824,0,0,0,11294.0,9145.0,89.0,Clean Technology,1
16500000.0,USA,CA,Los Angeles,Pasadena,1,2001-01-01,2005-06-22,2005-06-22,0,0,16.61887099947687,0,0,0,5450.0,1633.0,0.0,Energy Efficiency,3
13000000.0,NOR,12,Oslo,Oslo,1,2007-11-01,2010-03-18,2010-03-18,1,0,16.380459992348886,0,0,0,2955.0,868.0,0.0,Semiconductors,1
2000000.0,USA,TX,Houston,Houston,1,,2004-07-29,2004-07-29,0,0,14.508658238524095,1,0,0,3259.0,548.0,0.0,Services,2
5800000.0,missing,missing,missing,missing,1,,2013-05-20,2013-05-20,0,1,15.573368647930426,1,0,0,3259.0,548.0,0.0,missing,0
33052663.0,USA,NY,New York City,Brooklyn,5,2007-01-01,1999-09-02,2012-12-03,1,0,17.31361272615727,0,0,0,3259.0,-2678.0,4841.0,Clean Technology,1
5800000.0,missing,missing,missing,missing,1,2013-01-06,2014-08-09,2014-08-09,0,1,15.573368647930426,0,0,0,1062.0,580.0,0.0,Mobile Games,2
600000.0,missing,missing,missing,missing,1,,2003-08-01,2003-08-01,1,0,13.304686600863562,1,0,0,3259.0,548.0,0.0,Clean Technology,1
150000.0,USA,CT,Hartford,Hamden,1,1986-01-01,2009-05-19,2009-05-19,1,0,11.918397239722838,0,0,0,10929.0,8539.0,0.0,Hardware + Software,1
7750000.0,USA,MA,Boston,Boston,1,2001-01-01,2005-01-27,2005-01-27,1,0,15.86320353036178,0,0,0,5450.0,1487.0,0.0,Clean Energy,4
125000.0,missing,missing,missing,missing,1,2015-01-01,2015-06-01,2015-06-01,0,0,11.736077016252437,0,0,0,337.0,151.0,0.0,Energy Efficiency,3
19000000.0,USA,TX,Dallas,Richardson,1,,2006-10-23,2006-10-23,1,0,16.759949589762293,1,0,0,3259.0,548.0,0.0,Mobile,1
40000000.0,RUS,48,Moscow,Moscow,3,2003-10-01,2005-01-01,2008-01-01,0,0,17.50439003707821,0,0,0,4447.0,458.0,1095.0,Internet,5
5000000.0,USA,MA,Boston,Andover,1,,2006-07-12,2006-07-12,0,0,15.424948670398354,1,0,0,3259.0,548.0,0.0,Match-Making,4
14000000.0,CAN,ON,Toronto,Toronto,2,2008-01-01,2014-02-02,2015-03-19,1,0,16.454567959008102,0,0,0,2894.0,2224.0,410.0,Analytics,3
540000.0,CAN,ON,Toronto,Toronto,1,2012-01-01,2012-02-15,2012-02-15,0,0,13.199326270390594,0,0,0,1433.0,45.0,0.0,Curated Web,1
2600000.0,BEL,8,Brussels,Gent,1,2011-02-10,2013-08-06,2013-08-06,1,0,14.77102238760702,0,0,0,1758.0,908.0,0.0,Curated Web,6
6100000.0,USA,MN,Duluth,Eveleth,1,2001-01-01,2005-09-26,2005-09-26,0,0,15.623799493077952,0,0,0,5450.0,1729.0,0.0,Hardware + Software,1
60000.0,ZAF,missing,Johannesburg,Johannesburg,1,2008-05-14,2008-05-18,2008-05-18,0,0,11.002116507732017,0,0,0,2760.0,4.0,0.0,Apps,3
8000000.0,USA,CA,Los Angeles,Santa Monica,3,2003-01-01,2011-10-01,2013-07-03,1,0,15.894952224644102,0,0,0,4720.0,3195.0,641.0,Colleges,6
6500000.0,USA,CA,Los Angeles,Santa Monica,1,,2000-02-01,2000-02-01,1,0,15.687312888712007,1,0,0,3259.0,548.0,0.0,missing,0
12500000.0,USA,CA,SF Bay Area,Santa Clara,1,2001-01-01,2004-03-24,2004-03-24,0,0,16.341239282272525,0,0,0,5450.0,1178.0,0.0,Semiconductor Manufacturing Equipment,1
1410000.0,ESP,29,Madrid,Madrid,1,1996-01-01,2007-09-25,2007-09-25,0,0,14.159100971573958,0,0,0,7277.0,4285.0,0.0,Games,1
32500000.0,GBR,H9,London,London,3,2002-04-01,2004-09-20,2008-08-06,0,0,17.296750678069195,0,0,0,4995.0,903.0,1416.0,Enterprise Software,1
1100000.0,AUS,2,Sydney,Sydney,2,2006-01-01,2008-01-01,2008-01-01,0,0,13.910821646859095,0,0,0,3624.0,730.0,0.0,Advertising,7
4948562.0,missing,missing,missing,missing,2,,2007-12-01,2008-12-01,1,0,15.414607789368489,1,0,0,3259.0,548.0,366.0,Enterprises,1
2250000.0,USA,GA,Atlanta,Atlanta,2,1998-11-09,1999-01-01,2000-02-01,1,0,14.626441218624949,0,0,0,6234.0,53.0,396.0,Artificial Intelligence,4
158261598.746082,CAN,QC,Quebec City,Quebec,5,1997-01-01,2005-01-18,2011-08-08,1,0,18.879759916435457,0,0,0,6911.0,2939.0,2393.0,Biotechnology,4
5800000.0,USA,WA,Seattle,Seattle,1,2011-06-01,2012-03-01,2012-03-01,0,1,15.573368647930426,0,0,0,1647.0,274.0,0.0,Analytics,4
5800000.0,CAN,ON,Etobicoke,Etobicoke,1,2004-01-19,2009-09-14,2009-09-14,1,1,15.573368647930426,0,0,0,4337.0,2065.0,0.0,Cloud Computing,3
8798987.0,FRA,A8,Paris,Paris,2,2008-01-01,2011-11-03,2013-07-09,1,0,15.990147272835427,0,0,0,2894.0,1402.0,614.0,Cloud Computing,3
76500000.0,USA,CA,Napa Valley,Petaluma,3,2006-01-01,2009-05-18,2011-06-24,1,0,18.15280131186866,0,0,0,3624.0,1233.0,767.0,Clean Technology,2
59000000.0,USA,NJ,NJ - Other,Hampton,4,2001-01-01,2004-12-21,2011-03-31,1,0,17.893048018819147,0,0,0,5450.0,1450.0,2291.0,Semiconductors,1
2000000.0,USA,missing,missing,missing,1,,2006-11-02,2006-11-02,1,0,14.508658238524095,1,0,0,3259.0,548.0,0.0,Advertising,2
750000.0,CAN,BC,Kelowna,Kelowna,1,,2003-11-14,2003-11-14,1,0,13.527829818844937,1,0,0,3259.0,548.0,0.0,Search,1
41600000.0,THA,40,Bangkok,Bangkok,4,2009-07-01,2010-07-01,2015-04-20,1,0,17.543610749269952,0,0,0,2347.0,365.0,1754.0,E-Commerce,1
3500000.0,USA,MN,Minneapolis,Minneapolis,1,2009-01-01,2011-11-07,2011-11-07,1,0,15.068273812173887,0,0,0,2528.0,1040.0,0.0,Cloud Computing,4
400000.0,USA,OH,Akron - Canton,Stow,1,2009-01-01,2009-01-01,2009-01-01,0,0,12.899222326086994,0,0,0,2528.0,0.0,0.0,Health Care,2
50000.0,USA,NC,Raleigh,Durham,1,,2012-03-19,2012-03-19,0,0,10.819798284210286,1,0,0,3259.0,548.0,0.0,Enterprise Software,1
5800000.0,USA,AL,Birmingham,Birmingham,1,2000-01-01,2013-03-08,2013-03-08,1,1,15.573368647930426,0,0,0,5816.0,4815.0,0.0,Enterprise Software,1
5800000.0,missing,missing,missing,missing,1,2010-07-27,2011-02-03,2011-02-03,1,1,15.573368647930426,0,0,0,1956.0,191.0,0.0,missing,0
66000000.0,USA,WA,Seattle,Seattle,2,2000-02-01,2007-01-22,2008-01-01,0,0,18.005165315142214,0,0,0,5785.0,2547.0,344.0,CRM,2
5800000.0,USA,CA,SF Bay Area,San Mateo,2,1996-01-01,2001-09-01,2013-06-21,1,1,15.573368647930426,0,0,0,7277.0,2070.0,4311.0,Biotechnology,1
1000000.0,RUS,48,Moscow,Moscow,1,2005-01-01,2008-05-22,2008-05-22,0,0,13.815511557963774,0,0,0,3989.0,1237.0,0.0,Advertising,2
31896351.0,USA,MN,Minneapolis,Saint Paul,3,2002-01-01,2004-07-01,2015-07-08,1,0,17.278002203849,0,0,0,5085.0,912.0,4024.0,Biotechnology,1
9542.0,GBR,G5,London,Maidstone,1,2006-11-06,2006-11-01,2006-11-01,1,0,9.163563180417254,0,0,0,3315.0,-5.0,0.0,Enterprise Software,2
5800000.0,USA,IL,Chicago,Chicago,1,1978-01-01,2012-01-05,2012-01-05,0,1,15.573368647930426,0,0,0,13851.0,12422.0,0.0,missing,0
4000000.0,USA,NY,New York City,New York,1,2004-07-01,2007-02-26,2007-02-26,0,0,15.201805169084134,0,0,0,4173.0,970.0,0.0,Software,1
3300000.0,USA,UT,Salt Lake City,Provo,2,2007-01-01,2007-08-01,2009-09-25,1,0,15.009433329466965,0,0,0,3259.0,212.0,786.0,Enterprises,4
2000000.0,missing,missing,missing,missing,1,2009-11-01,2015-10-03,2015-10-03,0,0,14.508658238524095,0,0,0,2224.0,2162.0,0.0,Environmental Innovation,3
2000000.0,USA,CA,Los Angeles,Santa Monica,1,,2011-12-01,2011-12-01,1,0,14.508658238524095,1,0,0,3259.0,548.0,0.0,News,1
240000000.0,CAN,AB,Spruce Grove,Spruce Grove,1,1995-01-01,2014-03-07,2014-03-07,0,0,19.29614948547293,0,0,0,7642.0,7005.0,0.0,Public Transportation,1
70000.0,USA,CT,Hartford,Hamden,2,2007-11-01,2007-01-01,2007-11-01,1,0,11.156264806643742,0,0,0,2955.0,-304.0,304.0,Advertising,1
24350007.0,USA,TX,San Antonio,San Antonio,4,,2007-07-12,2011-11-21,1,0,17.008042736034913,1,0,0,3259.0,548.0,1593.0,Biotechnology,1
108000000.0,USA,CA,SF Bay Area,Santa Clara,2,2000-01-01,2002-09-11,2005-05-09,1,0,18.497641794347754,0,0,0,5816.0,984.0,971.0,Web Hosting,1
5800000.0,USA,CA,San Diego,San Diego,1,2001-01-01,2002-02-01,2002-02-01,1,1,15.573368647930426,0,0,0,5450.0,396.0,0.0,Semiconductors,1
3500000.0,FRA,A8,Paris,Paris,1,2005-03-01,2011-03-16,2011-03-16,1,0,15.068273812173887,0,0,0,3930.0,2206.0,0.0,Cloud Computing,6
3200000.0,USA,NY,New York City,New York,1,1997-01-01,2004-04-19,2004-04-19,0,0,14.978661680269907,0,0,0,6911.0,2665.0,0.0,Services,2
13000000.0,USA,OR,"Portland, Oregon",Beaverton,1,2003-01-01,2006-01-12,2006-01-12,0,0,16.380459992348886,0,0,0,4720.0,1107.0,0.0,Semiconductors,1
29941703.0,USA,NY,New York City,New York,6,2009-01-01,2011-05-23,2014-08-04,1,0,17.214762849163883,0,0,0,2528.0,872.0,1169.0,Biotechnology,1
13000000.0,ISR,5,Tel Aviv,Herzliya,2,2003-01-01,2006-09-18,2007-11-15,0,0,16.380459992348886,0,0,0,4720.0,1356.0,423.0,Software,1
20000000.0,missing,missing,missing,missing,1,,1999-12-10,1999-12-10,0,0,16.811242881518265,1,0,0,3259.0,548.0,0.0,missing,0
15000000.0,missing,missing,missing,missing,1,1999-01-01,2002-03-19,2002-03-19,0,0,16.52356082573315,0,0,0,6181.0,1173.0,0.0,Infrastructure,3
1434086.88716632,missing,missing,missing,missing,1,,2015-04-22,2015-04-22,0,0,14.176039586385224,1,0,0,3259.0,548.0,0.0,missing,0
27400000.0,USA,CA,SF Bay Area,San Jose,2,,2011-12-19,2014-03-24,1,0,17.126053607854647,1,0,0,3259.0,548.0,826.0,Semiconductors,1
5800000.0,USA,IL,Chicago,Chicago Heights,2,1999-01-01,2000-07-10,2003-08-06,1,1,15.573368647930426,0,0,0,6181.0,556.0,1122.0,Business Services,1
500000.0,missing,missing,missing,missing,1,2015-03-04,2015-03-01,2015-03-01,0,0,13.122365377402328,0,0,0,275.0,-3.0,0.0,Cars,3
40000.0,BRA,2,Sao Paulo,São Paulo,1,2012-01-01,2012-11-21,2012-11-21,0,0,10.596659732783579,0,0,0,1433.0,325.0,0.0,Games,1
10000022.0,USA,CA,San Diego,Carlsbad,2,1999-01-01,2004-01-13,2013-01-04,1,0,16.118097950955676,0,0,0,6181.0,1838.0,3279.0,Software,1
17000000.0,USA,MA,Boston,Andover,2,,2006-06-22,2008-04-23,1,0,16.648723960844016,1,0,0,3259.0,548.0,671.0,E-Commerce,1
8000000.0,missing,missing,missing,missing,1,1993-01-01,2006-04-12,2006-04-12,1,0,15.894952224644102,0,0,0,8372.0,4849.0,0.0,Software,1
1386789.0,USA,FL,Orlando,Orlando,2,1996-01-01,2009-04-08,2009-12-22,0,0,14.142502281921896,0,0,0,7277.0,4846.0,258.0,Health and Wellness,1
781310880.0,USA,CO,Denver,Greenwood Village,2,,2011-11-10,2014-06-18,0,0,20.47648368365868,1,0,0,3259.0,548.0,951.0,Hospitals,1
140992280.0,USA,OH,Cleveland,Twinsburg,1,2001-01-01,2013-11-06,2013-11-06,1,0,18.764215702163046,0,0,0,5450.0,4692.0,0.0,Delivery,3
42500000.0,USA,CA,SF Bay Area,San Francisco,5,2000-01-01,2004-09-21,2012-01-01,1,0,17.565014657424058,0,0,0,5816.0,1725.0,2658.0,Broadcasting,3
5280000.0,USA,AZ,Phoenix,Phoenix,2,1994-01-01,2004-03-01,2005-10-09,1,0,15.479436845076366,0,0,0,8007.0,3712.0,587.0,Public Relations,1
16000000.0,USA,MA,Boston,Bedford,2,1998-01-01,2000-02-01,2002-09-23,1,0,16.588099342704055,0,0,0,6546.0,761.0,965.0,Business Services,1
11000000.0,ISR,3,ISR - Other,Migdal Hameq,1,1998-01-01,2009-02-02,2009-02-02,1,0,16.213405921671733,0,0,0,6546.0,4050.0,0.0,Biotechnology,1
32000000.0,USA,MA,Boston,Boston,2,2005-01-01,2006-04-01,2007-03-01,0,0,17.281246492014,0,0,0,3989.0,455.0,334.0,Senior Citizens,3
5800000.0,missing,missing,missing,missing,1,,2005-03-30,2005-03-30,0,1,15.573368647930426,1,0,0,3259.0,548.0,0.0,missing,0
1000000.0,USA,CA,SF Bay Area,Menlo Park,1,2015-01-01,2015-01-08,2015-01-08,0,0,13.815511557963774,0,0,0,337.0,7.0,0.0,Analytics,3
8200001.0,USA,TX,Houston,Houston,1,2008-01-01,2014-04-07,2014-04-07,0,0,15.91964495613689,0,0,0,2894.0,2288.0,0.0,Health and Wellness,1
56309183.0,USA,VA,"Washington, D.C.",Herndon,4,1996-01-01,2006-12-01,2011-07-26,1,0,17.846368205916427,0,0,0,7277.0,3987.0,1698.0,Education,2
50000000.0,USA,PA,Philadelphia,Newtown,1,1993-01-01,2008-06-30,2008-06-30,1,0,17.72753358339242,0,0,0,8372.0,5659.0,0.0,Outsourcing,3
5800000.0,missing,missing,missing,missing,1,,2013-11-01,2013-11-01,0,1,15.573368647930426,1,0,0,3259.0,548.0,0.0,missing,0
100000.0,USA,IL,Chicago,Chicago,1,2000-03-23,2015-04-18,2015-04-18,1,0,11.51293546492023,0,0,0,5734.0,5504.0,0.0,Software,1
75000.0,missing,missing,missing,missing,1,2014-08-01,2015-05-01,2015-05-01,0,0,11.225256725762893,0,0,0,490.0,273.0,0.0,missing,0
